PRENOTAZIONE_MUDE|PRENOTAZIONE_DATA|CONF_PRENOTAZIONE_MUDE|CONF_PRENOTAZIONE_DATA|RICHIESTA_MUDE|DESC_STATO_ISTANZA|RICHIESTA_DATA|RICHIESTA_COMUNE|LIVELLO_OPERATIVO|TIPO_INTERVENTO|CONTIENE_RURALE_STRUMENTALE|CONCESSIONE_CUP|CONCESSIONE_DATA|SAL_ZERO_MUDE|SAL_ZERO_DATA|SAL_INIZIALE_MUDE|SAL_INIZIALE_DATA|SAL_INT_1_MUDE|SAL_INT_1_DATA|SAL_INT_2_MUDE|SAL_INT_2_DATA|SAL_FINALE_MUDE|SAL_FINALE_DATA|SOL_UNICA_MUDE|SOL_UNICA_DATA|FINE_LAVORI_DATA|GEO_LON|GEO_LAT|GEO_CON
||||0803601000000008332012|ACCETTATA DA PA|13/03/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000220008|28/02/2013|||||||||||0803601000000073052013|19/10/2013||10,9808766908215|44,9132779922527|0
||||0803601000000008362012|ACCETTATA DA PA|16/01/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000010001|08/01/2013|||||||||||0803601000000035632013|29/06/2013||10,9726565501006|44,9254491361876|0
||||0803601000000009272012|ACCETTATA DA PA|07/05/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000390008|16/04/2013|||||||||||0803601000000067062013|19/10/2013||10,9828848904871|44,9131469298189|0,5
||||0803601000000009682012|ACCETTATA DA PA|14/02/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000150001|04/02/2013|||||||||||0803601000000021872013|03/04/2013||10,9818321695149|44,912374173559|0,167
||||0803601000000011762012|ACCETTATA DA PA|14/12/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13001080008|14/12/2013|0803601000000189652014|07/02/2014|0803601000000264812014|16/04/2014|||||0803601000000323422014|14/08/2014||||10,9868160822622|44,9080482783464|0,1
||||0803601000000011832012|ACCETTATA DA PA|10/10/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000560008|10/10/2013|||||||||||0803601000000169382014|07/02/2014||10,9811472529019|44,9096019725194|0
||||0803601000000011882012|ACCETTATA DA PA|14/12/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13001070008|14/12/2013|0803601000000189302014|07/02/2014|0803601000000264872014|16/04/2014|||||0803601000000328002014|25/06/2014||||10,9868160822622|44,9080482783464|0,1
||||0803601000000011892012|ACCETTATA DA PA|14/12/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13001050008|14/12/2013|0803601000000189692014|07/02/2014|||||||||0803601000000328662014|26/07/2014||10,9868160822622|44,9080482783464|0,1
||||0803601000000012462013|ACCETTATA DA PA|28/03/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO||||||||||||||||10,9828848904871|44,9131469298189|0,167
||||0803601000000012582013|ACCETTATA DA PA|16/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000840008|16/11/2013|||0803601000000273492014|17/04/2014|||||0803601000000317022014|13/06/2014||||10,9748587477015|44,8940251918444|0
||||0803601000000012862013|ACCETTATA DA PA|10/05/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000160001|08/02/2013|||||||||||0803601000000077102013|19/10/2013||10,9726565501006|44,9254491361876|0
||||0803601000000012902013|ACCETTATA DA PA|19/08/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000260001|19/08/2013|||||||||||0803601000000094682013|23/11/2013||10,9661561843132|44,8995673028614|0
||||0803601000000013322013|ACCETTATA DA PA|29/06/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000120001|29/06/2013|||0803601000000074612013|21/10/2013|||||0803601000000238582014|09/05/2014||||10,9726565501006|44,9254491361876|0
||||0803601000000014042013|ACCETTATA DA PA|13/03/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000200001|22/02/2013|||||||||||0803601000000042632013|13/06/2013||10,9808766908215|44,9132779922527|0,4
||||0803601000000014892013|ACCETTATA DA PA|08/05/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000240001|08/03/2013|||||||||||0803601000000055682013|04/07/2013||10,9518457020184|44,9313133454977|0,1
||||0803601000000014962013|ACCETTATA DA PA|23/04/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000400001|16/04/2013|||||||||||0803601000000068202013|23/08/2013||10,9948620713252|44,9219103441139|0,375
||||0803601000000015082013|ACCETTATA DA PA|23/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000890008|23/11/2013|||||||||||0803601000000144382013|23/12/2013||10,971669449806|44,8971919827238|0
||||0803601000000015222013|ACCETTATA DA PA|13/03/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000190001|19/02/2013|||||||||||0803601000000094022013|20/11/2013||10,9833387530699|44,9144173016726|0,333
||||0803601000000016132013|ACCETTATA DA PA|27/06/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000080008|13/06/2013|||0803601000000115212013|09/12/2013|||||0803601000000261872014|08/04/2014||||10,9659013602135|44,926027746591|0
||||0803601000000017502013|ACCETTATA DA PA|27/05/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000340008|04/04/2013|||||||||||0803601000000053702013|24/10/2013||10,9821355236304|44,9145642198408|0
||||0803601000000017602013|ACCETTATA DA PA|03/04/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000210008|28/02/2013|||||||||||0803601000000077272013|21/10/2013||11,0167473626485|44,9434999759948|0
||||0803601000000019132013|ACCETTATA DA PA|20/05/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000320008|29/03/2013|||0803601000000067752013|19/10/2013|||||0803601000000149142013|17/01/2014||||10,9765792396538|44,9329149117205|0
||||0803601000000019292013|ACCETTATA DA PA|23/04/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000360008|11/04/2013|||||||||||0803601000000096052013|23/11/2013||10,9902458512027|44,9116667325918|0,083
||||0803601000000019402013|ACCETTATA DA PA|14/06/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000090001|14/06/2013|||||||||||0803601000000082122013|23/10/2013||10,9813493194214|44,9094530315755|0
||||0803601000000020662013|ACCETTATA DA PA|29/06/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000110008|29/06/2013|||||||||||0803601000000117532013|20/12/2013||10,9825283269717|44,9122260851022|0,25
||||0803601000000023182013|ACCETTATA DA PA|20/05/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000460008|07/05/2013|||||||||||0803601000000081532013|24/10/2013||10,9845110443079|44,9439960820181|0,167
||||0803601000000024532013|ACCETTATA DA PA|08/06/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000290008|27/03/2013|||||||||||0803601000000150662013|07/02/2014||11,0194920521245|44,9264310777841|0,333
||||0803601000000024722013|ACCETTATA DA PA|23/05/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000560001|22/05/2013|||0803601000000052092013|04/07/2013|||||0803601000000230082014|14/03/2014||||10,9726565501006|44,9254491361876|0
||||0803601000000026302013|ACCETTATA DA PA|08/06/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000350008|04/04/2013|||||||||||0803601000000065952013|23/08/2013||10,9845110443079|44,9439960820181|0,167
||||0803601000000026592013|ACCETTATA DA PA|16/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000820001|16/11/2013|||||||||||0803601000000300232014|10/05/2014||10,9936265438909|44,9065883029908|1,5
||||0803601000000026942013|ACCETTATA DA PA|08/06/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000060008|08/06/2013|||0803601000000261532014|07/04/2014|||||0803601000000373942014|29/10/2014||||10,9828848904871|44,9131469298189|0,167
||||0803601000000027102013|ACCETTATA DA PA|08/06/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000470008|07/05/2013|||||||||||0803601000000248742014|28/03/2014||10,9550721716209|44,8903459496561|0
||||0803601000000027352013|ACCETTATA DA PA|20/08/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000340008|20/08/2013|||||||||||0803601000000088272013|03/10/2013||10,9828848904871|44,9131469298189|0,167
||||0803601000000028822013|ACCETTATA DA PA|30/05/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000570008|30/05/2013|||||||||||0803601000000082582013|21/10/2013||10,9948620713252|44,9219103441139|0,333
||||0803601000000029732013|ACCETTATA DA PA|20/08/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000350001|20/08/2013|||||||||||0803601000000091502013|24/10/2013||10,9948620713252|44,9219103441139|0
||||0803601000000029922013|ACCETTATA DA PA|13/06/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000070001|13/06/2013|||0803601000000086552013|21/10/2013|||||0803601000000229462014|27/02/2014||||10,9765792396538|44,9329149117205|0
||||0803601000000030062013|ACCETTATA DA PA|20/06/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000450008|06/05/2013|||||||||||0803601000000072612013|19/10/2013||10,9748587477015|44,8940251918444|0
||||0803601000000030212013|ACCETTATA DA PA|22/08/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000310008|20/08/2013|||0803601000000164082014|07/02/2014|||||0803601000000236702014|18/04/2014||||10,9828848904871|44,9131469298189|0,167
||||0803601000000030292013|ACCETTATA DA PA|23/08/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000390008|23/08/2013|||0803601000000332082014|19/07/2014|||||0803601000000414262014|22/12/2014||||10,9972027159991|44,9100770706062|0
||||0803601000000030312013|ACCETTATA DA PA|20/06/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000480008|08/05/2013|||||||||||0803601000000148692013|24/07/2014||10,9948620713252|44,9219103441139|0
||||0803601000000031142013|ACCETTATA DA PA|17/01/2014|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F14000070008|17/01/2014|||||||||||0803601000000321802014|25/06/2014||10,9748587477015|44,8940251918444|0
||||0803601000000032382013|ACCETTATA DA PA|23/08/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000370008|23/08/2013|||||||||||0803601000000286982014|10/05/2014||10,9661561843132|44,8995673028614|0
||||0803601000000034512013|ACCETTATA DA PA|29/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000920008|29/11/2013|||||||||||0803601000000336942014|28/01/2015||10,9748587477015|44,8940251918444|0,5
||||0803601000000035782013|ACCETTATA DA PA|11/10/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000570008|11/10/2013|||||||||||0803601000000223762014|20/02/2014||10,9844813505273|44,9126707934616|0,333
||||0803601000000038672013|ACCETTATA DA PA|19/08/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000250001|19/08/2013|||||||||||0803601000000087492013|21/10/2013||10,9919061451959|44,9160775586682|0
||||0803601000000040022013|ACCETTATA DA PA|23/04/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C57J13000230008|05/03/2013|||0803601000000046252013|27/05/2013|||||0803601000000284182014|17/04/2014||||10,9828848904871|44,9131469298189|0,167
||||0803601000000040152013|ACCETTATA DA PA|19/08/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000280008|19/08/2013|||||||||||0803601000000230322014|05/03/2014||10,9868794704136|44,9199227846772|0
||||0803601000000041262013|ACCETTATA DA PA|21/09/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000480001|21/09/2013|||||||||||0803601000000127612013|09/12/2013||10,9865377141693|44,9280279121853|0,167
||||0803601000000043102013|ACCETTATA DA PA|20/08/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000300001|20/08/2013|||||||||||0803601000000089062013|20/11/2013||10,9845110443079|44,9439960820181|0,167
||||0803601000000043702013|ACCETTATA DA PA|23/08/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000380008|23/08/2013|||||||||||0803601000000089932013|24/10/2013||11,0167473626485|44,9434999759948|0
||||0803601000000044272013|ACCETTATA DA PA|23/09/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000510008|23/09/2013|||0803601000000282672014|17/04/2014|||||0803601000000424162014|15/01/2015||||11,0194920521245|44,9264310777841|0,333
||||0803601000000045552013|ACCETTATA DA PA|26/10/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000700008|26/10/2013||||||||||||||10,9710266920872|44,9199955890649|0
||||0803601000000045722013|ACCETTATA DA PA|20/08/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000320001|20/08/2013|||0803601000000102942013|20/11/2013|||||0803601000000312002014|07/06/2014||||10,9861546407735|44,9045853482902|0
||||0803601000000045872013|ACCETTATA DA PA|21/09/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000450001|21/09/2013|||||||||||0803601000000227622014|05/03/2014||10,9748587477015|44,8940251918444|0
||||0803601000000046112013|ACCETTATA DA PA|05/02/2014|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F14000220008|31/01/2014|||0803601000000238172014|28/03/2014|||||0803601000000324542014|20/06/2014||||10,9948620713252|44,9219103441139|0,375
||||0803601000000046162013|ACCETTATA DA PA|20/08/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000330001|20/08/2013|||||||||||0803601000000090842013|24/10/2013||10,9861546407735|44,9045853482902|0
||||0803601000000049232013|ACCETTATA DA PA|18/09/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000440001|18/09/2013|||0803601000000134662013|07/01/2014|||||0803601000000252662014|26/03/2014||||10,981228|44,91433|999
||||0803601000000050062013|ACCETTATA DA PA|11/01/2014|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F14000020008|08/01/2014|||||||||||0803601000000269262014|16/04/2014||10,9948620713252|44,9219103441139|0,375
||||0803601000000052332013|ACCETTATA DA PA|11/10/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000590008|11/10/2013|||||||||||0803601000000119052013|09/12/2013||10,9828848904871|44,9131469298189|0,167
||||0803601000000052622013|ACCETTATA DA PA|23/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000760008|26/10/2013|||||||||||0803601000000221472014|07/02/2014||10,9972027159991|44,9100770706062|0
||||0803601000000053112013|ACCETTATA DA PA|11/10/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000580001|11/10/2013|||0803601000000146322013|18/01/2014|||||0803601000000308112014|18/06/2014||||10,9765792396538|44,9329149117205|0
||||0803601000000053452013|ACCETTATA DA PA|28/09/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000530008|28/09/2013|||||||||||0803601000000254302014|27/03/2014||10,9868794704136|44,9199227846772|0
||||0803601000000054502013|ACCETTATA DA PA|27/09/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000520001|27/09/2013|||||||||||0803601000000144462013|18/01/2014||10,9828848904871|44,9131469298189|0,167
||||0803601000000056992013|ACCETTATA DA PA|26/10/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000740001|26/10/2013|||0803601000000332892014|19/07/2014|||||0803601000000360192014|29/08/2014||||10,9972027159991|44,9100770706062|0
||||0803601000000057082013|ACCETTATA DA PA|11/10/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000600008|11/10/2013|||0803601000000255112014|31/03/2014|||||0803601000000430552014|11/03/2015||||10,969091539129|44,9081709782611|0
||||0803601000000057682013|ACCETTATA DA PA|26/10/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000750008|26/10/2013|||0803601000000268102014|17/04/2014|||||0803601000000393612014|27/11/2014||||10,971669449806|44,8971919827238|0
||||0803601000000058762013|ACCETTATA DA PA|29/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000900008|29/11/2013|0803601000000254642014|28/03/2014|0803601000000279182014|17/04/2014|||||0803601000000336122014|28/07/2014||||10,9845110443079|44,9439960820181|0,167
||||0803601000000059182013|ACCETTATA DA PA|26/10/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000730008|26/10/2013|||||||||||0803601000000327742014|19/07/2014||10,9865377141693|44,9280279121853|0,167
||||0803601000000059902013|ACCETTATA DA PA|30/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13001010008|30/11/2013|||0803601000000164802014|07/02/2014|||||0803601000000268452014|08/05/2014||||11,0167473626485|44,9434999759948|0
||||0803601000000060212013|ACCETTATA DA PA|30/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000990001|30/11/2013|||||||||||0803601000000304882014|07/06/2014||10,9861546407735|44,9045853482902|0
||||0803601000000061422013|ACCETTATA DA PA|29/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000910001|29/11/2013|||||||||||0803601000000237632014|11/03/2014||10,9828848904871|44,9131469298189|0,167
||||0803601000000061482013|ACCETTATA DA PA|29/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000940001|29/11/2013|||||||||||0803601000000241642014|06/03/2014||10,9972027159991|44,9100770706062|0
||||0803601000000061982013|ACCETTATA DA PA|26/10/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000690001|26/10/2013|||||||||||0803601000000306352014|29/01/2015||10,9948620713252|44,9219103441139|0
||||0803601000000063652013|ACCETTATA DA PA|16/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000710008|26/10/2013|||0803601000000359062014|22/10/2014|||||0803601000000416832014|14/01/2015||||10,9948620713252|44,9219103441139|0,833
||||0803601000000063712013|ACCETTATA DA PA|14/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000790001|14/11/2013|||0803601000000304592014|05/06/2014|||||0803601000000420442014|02/03/2015||||10,982508|44,912428|999
||||0803601000000064382013|ACCETTATA DA PA|16/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000860008|16/11/2013|||0803601000000255122014|31/03/2014|||||0803601000000284892014|07/06/2014||||10,9828848904871|44,9131469298189|0,167
||||0803601000000064852013|ACCETTATA DA PA|26/10/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000720001|26/10/2013|||||||||||0803601000000239652014|14/03/2014||10,9710266920872|44,9199955890649|0
||||0803601000000069402013|ACCETTATA DA PA|16/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000850008|16/11/2013|||0803601000000311812014|07/06/2014|||||0803601000000349212014|14/08/2014||||10,9865377141693|44,9280279121853|0,167
||||0803601000000070312013|ACCETTATA DA PA|16/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000830001|16/11/2013|||||||||||0803601000000269932014|14/05/2014||10,9811484|44,9146218|999
||||0803601000000070882013|ACCETTATA DA PA|29/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000930001|29/11/2013|||||||||||0803601000000251772014|28/03/2014||11,0364834710149|44,9179446482358|0
||||0803601000000074922013|ACCETTATA DA PA|09/01/2014|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F14000000008|07/01/2014|0803601000000224162014|05/03/2014|0803601000000292712014|10/05/2014|||||0803601000000334542014|25/07/2014||||11,0167473626485|44,9434999759948|0
||||0803601000000076722013|ACCETTATA DA PA|29/11/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000950001|29/11/2013|||0803601000000198282014|31/01/2014|||||0803601000000372452014|10/10/2014||||10,9865377141693|44,9280279121853|0,167
||||0803601000000079402013|ACCETTATA DA PA|14/12/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13000960001|29/11/2013|||||||||||0803601000000257522014|08/04/2014||10,9948620713252|44,9219103441139|0,375
||||0803601000000081602013|ACCETTATA DA PA|17/01/2014|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F14000060001|17/01/2014|||||||||||0803601000000354892014|18/08/2014||10,9988046654748|44,9257267045995|0
||||0803601000000088072013|ACCETTATA DA PA|17/01/2014|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F14000050001|16/01/2014|||0803601000000333722014|19/07/2014|||||0803601000000451472015|02/03/2015||||10,9845110443079|44,9439960820181|0,167
||||0803601000000088512013|ACCETTATA DA PA|14/12/2013|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F13001040001|14/12/2013|||||||||||0803601000000348512014|14/08/2014||10,9518457020184|44,9313133454977|0,1
||||0803601000000093752013|ACCETTATA DA PA|17/01/2014|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F14000080001|17/01/2014|||0803601000000324282014|25/07/2014|||||0803601000000368992014|27/09/2014||||11,0364834710149|44,9179446482358|0
||||0803601000000098622013|ACCETTATA DA PA|31/01/2014|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F14000190001|31/01/2014|||||||||||0803601000000314462014|07/06/2014||10,9845110443079|44,9439960820181|0,167
||||0803601000000101652013|ACCETTATA DA PA|31/01/2014|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F14000210001|31/01/2014|||||||||||0803601000000386492014|30/10/2014||10,9748587477015|44,8940251918444|0
||||0803601000000102172013|ACCETTATA DA PA|18/01/2014|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F14000130001|18/01/2014|||||||||||0803601000000262152014|14/04/2014||10,964685722505|44,892197821023|0
||||0803601000000102612013|ACCETTATA DA PA|15/02/2014|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO||||||||||||||||10,9988046654748|44,9257267045995|0
||||0803601000000102692013|ACCETTATA DA PA|15/02/2014|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C51G14000040001|15/02/2014|||||||||||0803601000000320542014|19/07/2014||10,9845110443079|44,9439960820181|0,167
||||0803601000000103052013|ACCETTATA DA PA|06/02/2014|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F14000270001|06/02/2014|||||||||||0803601000000352672014|19/08/2014||10,964685722505|44,892197821023|0
||||0803601000000106772013|ACCETTATA DA PA|15/02/2014|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C51G14000030008|15/02/2014|0803601000000245912014|13/03/2014|0803601000000327922014|01/08/2014|||||0803601000000388572014|28/01/2015||||10,9672537003605|44,9066300583325|0
||||0803601000000107112013|ACCETTATA DA PA|06/02/2014|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C52F14000280008|06/02/2014|||0803601000000233902014|05/03/2014|||||0803601000000304542014|27/05/2014||||10,9661561843132|44,8995673028614|0
||||0803601000000118402013|ACCETTATA DA PA|29/05/2014|CONCORDIA SULLA SECCHIA|B/C|DIRETTO|NO|C55C14000020008|29/05/2014|||||||||||0803601000000325622014|19/07/2014||10,9892246511483|44,9220858042085|0
